id,literal_id,printed_id,playagricola_card_id,revision_id,deck_id,type_id,name_ja,name_en,min_players_number,imp_prereq,imp_cost,description,ja_is_official,vps,has_arrow,has_bonus,has_neg_bonus,has_pan_icon,has_bread_icon,ag2_category_icon_id,special_color_id
112018,WA018,WA018,4159,1,18,2,修道院跡地,Cloister Ruins,,,食料5,残りのラウンドスペースに食料1ずつ置く。これらのラウンドのはじめにその食料を得る。,0,1,0,0,0,0,0,,
112019,WA019,WA019,4167,1,18,2,ラ・グラースの噴水,La Grace Fountain,,,石材2,すぐに、飼っている羊と同数の、以降のラウンドスペースに食料を1つずつ置く。これらのラウンドのはじめにその食料を得る。 このカードは井戸とみなす。,0,2,0,0,0,0,0,,
112020,WA020,WA020,4173,1,18,2,市場の噴水,Market Fountain,,,石材3,次の労働フェイズのはじめに、以降の6ラウンドのスペースに食料を1つずつ置く。これらのラウンドのはじめにその食料を得る。このカードは井戸とみなす。,0,3,0,0,0,0,0,,
112021,WA021,WA021,4155,1,18,2,マルリーの機械,Marly Machine,,他のプレイヤーが井戸を持つ,木材1食料1,ラウンドのはじめに、井戸*を持ついずれかのプレイヤーが井戸から食料1以上得たなら、あなたは共通のストックから食料1を得る。この条件を満たすプレイヤーががあなただけなら、追加で食料1を得る。（*井戸とは「～井戸」で終わる進歩である。）,0,0,0,0,0,0,0,,
112022,WA022,WA022,4179,1,18,2,マテルネ社のジャム,Materne Jam,,職業1,,収穫のはじめに、手札から小さい進歩ちょうど1枚を公開して破棄してもよい。そうする場合、そのカードをプレイするために必要な建築資材のうち1つを得る。,0,0,0,0,0,0,0,,
112023,WA023,WA023,4181,1,18,2,巡礼地,Pilgrimage Site,,進歩の得点の合計が3,,このカードは全員が使えるアクションスペースである。他のプレイヤーはこのカードを使うとき、小麦1をあなたに支払って、野菜1と石材1とボーナス1点を得る。あなたが使う場合は、代わりに小麦を共通ストックに支払う。 ,0,0,0,1,0,0,0,,
112024,WA024,WA024,4182,1,18,2,煙吹く炉棚,Smoking Mantlepiece,,レンガか石の家,石材1,このカードをプレイしたとき、すぐに残りの1ラウンドにつきボーナス1点を得る。その代わり、もう改築ができなくなる。,0,-3,0,1,0,0,0,,
112025,WA025,WA025,4158,1,18,2,サックス,Saxophone,,労働フェイズの最初の家族,食料1,あなたの残りの家族はすぐに全員家を出て、同一のゲームボードにある別々の空いているアクションスペースに逃げる。ただし、そこはあなたの1番目の家族がいるゲームボードではいけない。すぐにこれらのアクションスペースを好きな順番で使う。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる） ,0,0,1,0,0,0,0,,
112026,WA026,WA026,4163,1,18,2,飛行石,Hovering Stone,,,,自分のストックにある石材と同数のラウンドスペースを使い次第、そのアクションの前に共通のストックから石材1を得る。その後、この進歩を左どなりの人の手札に入れる。,0,0,1,0,0,0,0,,
112027,WA027,WA027,4180,1,18,2,第六感の学院,6th Sense Academy,,職業1,食料2,帰宅フェイズに品物6種類のうち1種類だけ持っていないなら、その品物を1つ得る。この品物6種類とは小麦、野菜、建築資材4種のことである。あなたは自分のストックにちょうど1つだけあるこれらの品物を食料に変換できなくなる。 ,0,0,0,0,0,0,0,,
112028,WA028,WA028,4164,1,18,2,フォアグラ,Foie Gras,,,,累積スペース「漁」か「葦1」を使うたび、その労働フェイズ中に後でもう一方のアクションスペースに家族が配置されたなら、食料1を得る。（そこがすでに占有されているなら効果はない。） ,0,0,0,0,0,0,0,,
112029,WA029,WA029,4172,1,18,2,アーチ道,Archway,,職業なし,レンガ2,このカードは全員が使えるアクションスペースである。いずれかのプレイヤーがこのカードを使うたび、そのプレイヤーは食料1を得る。帰宅フェイズの前にその家族を空いているアクションスペースに配置してもよい。 （その行動で労働フェイズが終わる。）,0,4,0,0,0,0,0,,
112030,WA030,WA030,4176,1,18,2,河港,River Port,,,食料1,労働フェイズのはじめに、品物が最も多くあるアクションスペース1か所を選ぶ。共通ストックに食料1を支払って同種の品物1を購入してもよい。複数の品物の種類が該当するなら、その中から選んでよい。 ,0,1,0,0,0,0,0,,
112031,WA031,WA031,4125,1,18,1,井戸検査人,Well Inspector,3,,,ラウンド4以降、大きい進歩の井戸がまだ建設されていないなら、ラウンドのはじめ（準備フェイズの前）に食料1を得る。 ,0,0,0,0,0,0,0,,
112032,WA032,WA032,4147,1,18,1,旅する屋根葺き人,Journeyman Thatcher,3,,,すぐに部屋1つを建築する。コストは払わなければならないが、葦1を軽減する。 （プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,1,0,0,0,0,,
112033,WA033,WA033,4146,1,18,1,船渠労働者,Docker,4,,,労働フェイズのはじめに好きな建築資材1を得てもよい。石材か葦を選んだなら、その労働フェイズで1番目の手番を1回スキップしなければならない。木材かレンガなら、2番目の手番を1回スキップしなければならない。,0,0,0,0,0,0,0,,
112034,WA034,WA034,4150,1,18,1,従順な兄弟,Obedient Brother,1,,,労働フェイズで、家族ちょうど4人なら、3番目と4番目の家族を連続配置してもよい。その2人を同じアクションスペースに配置してもよい。（ゲストは家族に数えない。）,0,0,0,0,0,0,0,,
112035,WA035,WA035,4152,1,18,1,フレスコ画家,Fresco Painter,1,,,改築するたび、葦1を石材1で代用してもよい。1部屋増築するたび、葦2までをそれぞれ石材1で代用してもよい。石材で代用した葦1につき、追加で食料2を得る。 ,0,0,0,0,0,0,0,,
112036,WA036,WA036,4126,1,18,1,助産婦,Doula,4,,,まだあなたが家族を増やしていない限り、他のプレイヤーが家族を増やすたびに小麦1を得る。 ,0,0,0,0,0,0,0,,
112037,WA037,WA037,4135,1,18,1,創設の父,Founding Father,4,,,他のプレイヤーが「小劇場」アクションを使うたび、あなたはストックから厩1をこのカードの上に置いてもよい。進歩をプレイするたび、このカードの上の厩1を無料で建設してもよい。 ,0,0,0,0,0,0,0,,
112038,WA038,WA038,4134,1,18,1,裁縫の先生,Needlework Teacher,3,,,いずれかのプレイヤーがアクションスペース「スタートプレイヤー」を使うたびに、あなたの家族(ゲストを含む)が2人以上家にいるなら、共通のストックから食料2を得る。,0,0,0,0,0,0,0,,
112039,WA039,WA039,4149,1,18,1,十字軍の指揮者,Military Leader,1,,,このカードをプレイすると、あなたはラウンド13と14に家族を配置できなくなる。その代わりにボーナス13点を得る。あなたはラウンド13以降の収穫2回を行わない。このカードはラウンド13より前にプレイすること。,0,0,0,1,0,0,0,,
112040,WA040,WA040,4129,1,18,1,小さな農家,Small-scale Farmer,1,,,ちょうど2部屋の家に住んでいる限り、ラウンドのはじめ（準備フェイズの前）に木材1を得る。,0,0,0,0,0,0,0,,
112041,WA041,WA041,4128,1,18,1,趣味の数学者,Hobby Mathematician,3,,,3/4/5人ゲームで、労働フェイズのはじめに、木材の累積スペースに木材が合計でちょうど7/8/9あるなら、木材1を得る。同様に、レンガの累積スペースにレンガが合計でちょうど6/7/8あるなら、レンガ1を得る。 ,0,0,0,0,0,0,0,,
112042,WA042,WA042,4136,1,18,1,風景画家,Scenery Painter,1,,,農場の中央3スペース（それぞれ、8スペースで囲まれているスペース）が未使用である限り、奇数ラウンドのはじめに食料1を得る。 ,0,0,0,0,0,0,0,,
112043,WA043,WA043,4127,1,18,1,運搬人,Porter,3,,,アクションスペースにある同種の建築資材4つ以上を取るたび、追加でその建築資材1と食料1を得る。 ,0,0,0,0,0,0,0,,
112044,WA044,WA044,4142,1,18,1,リュート奏者,Lutenist,4,,,他のプレイヤーが「小劇場」アクションを使うたび、あなたは食料1を得る。その後すぐに、食料2を支払って野菜ちょうど1を購入してもよい。 （自分が使用した場合は効果がない。）,0,0,0,0,0,0,0,,
112045,WA045,WA045,4145,1,18,1,作曲家,Songwriter,4,,,このカードの上に小麦1と食料3を置く。他のプレイヤーが「小劇場」アクションを使うたび、1回目ならカード上から食料1を、2回目なら小麦1を、3回目なら食料2を得る。4回目以降は共通のストックから野菜1を得る。 ,0,0,0,0,0,0,0,,
112046,WA046,WA046,4148,1,18,1,名探偵,Master Detective,1,,,3ラウンド先のラウンドカードをすぐに公開する。それが累積スペースなら、準備フェイズのように品物を置く。このカードを出した家族をすぐに公開したラウンドカードに移動させる。すぐにそのアクションを行ってもよい。帰宅フェイズの後、そのラウンドカードを裏向きにして元に戻す。 ,0,0,0,0,0,0,0,,
112047,WA047,WA047,4143,1,18,1,原型製作者,Pattern Maker,4,,,他のプレイヤーが改築するたび、あなたは木材ちょうど2を、小麦1と食料1とボーナス1点に変換できる。 （ボーナス点は得点表に記入する。あなたが改築しても効果はない。）,0,0,0,1,0,0,0,,
112048,WA048,WA048,4141,1,18,1,修道院の設立者,Founder of the Order,4,,,労働フェイズの終わりに、あなたが最初と最後に公開されたラウンドカード両方を使用しているなら、食料2と小麦1を得る。 ,0,0,0,0,0,0,0,,
112049,WA049,WA049,4144,1,18,1,世話人,Caregiver,4,,,ラウンド12から14では、あなたはラウンド12から14のラウンドスペースを1番目と2番目の家族で使うことはできない。これらのラウンドに追加でゲストマーカー1つを得る。,0,0,0,0,0,0,0,,
112050,WA050,WA050,4139,1,18,1,神父,Priest,1,,,このカードをプレイしたとき、ちょうど2部屋のレンガの家に住んでいるなら、すぐにレンガ4、葦3、石材2を得る。 ,0,0,0,0,0,0,0,,
112051,WA051,WA051,4132,1,18,1,旅行業者,Travel Agent,3,,,このカードの上に小麦1、木材1、レンガ1、葦1、羊1を置く。いずれかのプレイヤーが「スタートプレイヤー」アクションを使うたび、あなたはそのアクションの前にこのカードから品物を1つ自分のストック（または農場）に移してよい。,0,0,0,0,0,0,0,,
112052,WA052,WA052,4124,1,18,1,種をまく人,Seed Scatterer,1,,,収穫の畑フェイズで小麦を1つだけ得るなら、その小麦をすぐにまいてもよい。このカードを畑1のようにして使用できる。（得点計算時までは畑として数えるが、得点計算時には畑として数えない。 ）,0,0,0,0,0,0,0,,
112053,WA053,WA053,4140,1,18,1,ソーダ生産者,Soda Producer,1,,,累積スペース「漁」または「葦1」を使うたび、このカードの上に石材1を置く。この石材は井戸をプレイするためだけに使える。（井戸とは「～井戸」で終わる進歩である。）,0,0,0,0,0,0,0,,
112054,WA054,WA054,4130,1,18,1,商品詐欺師,Goods Fraudster,1,,,このカードの上に木材2、レンガ2、葦1、石材1を置く。これらの資材は建設コストやカードの機能に利用できる。次の収穫の終わりに、このカードの上に残っている資材1につき、物乞いカード1と交換しなければならない。 ,0,0,0,0,0,0,0,,
112055,WA055,WA055,4131,1,18,1,シャンソン歌手,Street Chansonnier,4,,,「小劇場」アクションを使うたび、その直後に家族もう1人をそのスペースに配置して、小麦2と野菜1を得てもよい。（この２人目の家族は「小劇場」アクションを使うとはみなさない。 ）,0,0,0,0,0,0,0,,
112056,WA056,WA056,4151,1,18,1,シュルレアリスト,Surrealist,1,,,葦と食料は建設ポイント1、木材は2、レンガは3、石材は4の価値を持つ。「大きい進歩」アクションを行うたび、下段の大きい進歩（レンガ暖炉からかご製作所）を通常のコストの代わりに、建設ポイント9以上のものを払って建設してもよい。 ,0,0,0,0,0,0,0,,
112057,WA057,WA057,4123,1,18,1,機械いじり,Tinkerer,3,,,これはあなたのみが使えるアクションスペースである。労働フェイズに配置する1番目の家族でのみ使うことができ、共通のストックから石材1、葦1、レンガ1、木材1を得る。,0,0,0,0,0,0,0,,
112058,WA058,WA058,4137,1,18,1,ビッグバン論者,Big Bang Theorist,4,,,1/2/3/4/5回目の収穫のはじめに、未使用の農場スペースが0-10/0-8/0-6/0-3/0である他のプレイヤー1人につき、共通のストックから食料1を得る。 ,0,0,0,0,0,0,0,,
112059,WA059,WA059,4133,1,18,1,ドイツ好き,German-by-Choice,1,,,得点計算時、畑タイルも、牧場全体も、1つの長方形型（例：3×2や1×3）に並んでいるなら、ボーナス3点を得る。 ,0,0,0,1,0,0,0,,
112060,WA060,WA060,4138,1,18,1,二児の母,Mother of Two,3,,,家族がちょうど4人である限り、労働フェイズに配置する2番目の家族を、ラウンド1から7のラウンドカードのうち隣接してかつ空いている2か所の間に配置して、両方のアクションスペースを連続で使ってもよい。そうした場合、両方のアクションスペースとも占有されたとみなす。 ,0,0,0,0,0,0,0,,
112101,FL001,FL001,1369,1,19,2,農用車,Farm Cart,,,木材3,「種をまく」アクションを行うたび、野菜畑1に追加で小麦1を種まきするか、小麦畑1に追加で野菜1を種まきするかのどちらか一方を行って良い。（それぞれの畑で野菜1山と小麦1山までしか栽培できない。）,0,1,0,0,0,0,0,,
112102,FL002,FL002,3042,1,19,2,ベギン会館,Beguine Courtyard,,,レンガ2石材2,"家が下図に描かれた農場の形に一致し次第、まだストックにいる家族を全て家に移さなければならない。これら全ての家族をこのラウンドから配置できる。（新生児とはみなさない。）
■■□□□
■□□□□
■■□□□",0,1,0,0,0,0,0,,
112103,FL003,FL003,1509,1,19,2,ベルジアンシェパード,Belgian Shepherd,,羊1,,柵で囲わなくても未使用の農場スペースちょうど1に羊2までを収容できる。このスペースは未使用として扱う。ベルジアンシェパードがいる限り、家に家畜を飼えない。（職業や進歩の効果があっても不可。）,0,1,0,0,0,0,0,,
112104,FL004,FL004,3475,1,19,2,教育施設,Educational Building,,,レンガ2葦1,これはあなた専用のアクションスペースである。3人目か4人目の家族でゲーム中最初のアクションを行うとき、このカードに配置して、残りのラウンドのスペースに木材1と石材1を交互に置いてもよい。木材1から置き始める。これらのラウンドはじめにその品物を得る。,0,0,0,0,0,0,0,,
112105,FL005,FL005,3044,1,19,2,ブラバント,Brabant,,,,得点計算時に、家畜2か3種類でマイナス点があるなら、ボーナス5点を得る。（家畜のマイナス点はそのまま得る。）,0,0,0,1,0,0,0,,
112106,FL006,FL006,3045,1,19,2,エンダイブ畑,Endive Field,,職業2,食料2,このカードをプレイしたとき、すぐに野菜1を得る。収穫のあるラウンドで「種をまく」アクションをするたび、このカードに畑1であるかのように野菜を植えてもよい。（このカードは得点計算時まで畑に数えるが、得点計算では数えない。）,0,0,0,0,0,0,0,,
112107,FL007,FL007,3046,1,19,2,ダイアモンド取引所,Diamond Trading Post,,職業3,木材3レンガ3,このカードの上に共通のストックから石材3を置く。いつでもこの石材を自分のストックに移してよい。収穫のはじめに、このカードの上の数より多くの石材を持っているなら、このカードの上の石材ちょうど1を家畜のつがい1組と交換してもよい:交換1回目なら羊2、2回目なら猪2、3回目なら牛2。（この新たな家畜を農場に移すか、食料と交換する。）,0,1,0,0,0,0,0,,
112108,FL008,FL008,3047,1,19,2,足蹴り自転車,Wooden Draisine,,,木材2,同じゲームボードの縦横に隣接する累積スペース2か所の間に家族1人を配置して、両方のアクションスペースを使ってもよい。（両方とも占有されたとみなす。）ただし、それぞれの累積スペースに品物または食料を2つ残さなければならない。,0,0,0,0,0,0,0,,
112109,FL009,FL009,3476,1,19,2,エボニー・シュー賞,Ebony Shoe,,,木材1,残りのラウンドが1/3/6/9以上あるなら、すぐにレンガ1/2/3/4を得る。この後、一番最初に全ての農場スペースを使用済みにしたプレイヤーは、ボーナス3点を得る。,0,0,0,1,0,0,0,,
112110,FL010,FL010,1510,1,19,2,行き詰まった荷車,Stuck Cart,,配置済みの家族2人,食料2,すぐにまだ家にいる全ての家族を配置してもよい。（その後も通常通り進める。このカードは労働フェイズにのみ出せる。）（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる） ,0,0,1,0,0,0,0,,
112111,FL011,FL011,3048,1,19,2,亜麻色の髪,Towhead,,ラウンド4以前,食料1,アクションスペース「家族を増やす その後 小さい進歩1」はラウンド6に確定する。あなただけはラウンド5から（アクションスペース「改築」か「石材1」に追加して）そこも使える。,0,0,0,0,0,0,0,,
112112,FL012,FL012,1516,1,19,2,荷馬車,Cart,,,木材3,累積スペースに木材6かレンガ5か葦4か石材3があるなら、配置する1番目の家族でそのアクションスペースを使えるのはあなただけになる。（累積スペースとは、品物か食料が累積するアクションスペースのことである。）,0,0,0,0,0,0,0,,
112113,FL013,FL013,3049,1,19,2,プレゼント台,Gift Table,,,木材1,このカードの上に、（下から順に）野菜、木材、羊、木材、小麦を重ねる。いつでも食料1を払って一番上の品物を購入してもよい。この羊は購入すると自分のストックに移る。いつでも食料2と交換できるが、繁殖には関係せず、得点計算で羊として数える。,0,0,0,0,0,0,0,,
112114,FL014,FL014,3050,1,19,2,ジェネヴァ蒸留所,Jenever Distillery,,,レンガ3石材1,このカードをプレイしたとき、すぐにこのカードの上に自分のストックから木材1-4を置く。いつでもこの木材を自分のストックに戻してよい。収穫の畑フェイズ時、このカードの上の木材1につき（木材を手放すことなく）食料1を得る。,0,1,0,0,0,0,0,,
112115,FL015,FL015,1507,1,19,2,中庭,Courtyard Garden,,木の家,石材1木材3,得点計算時、石の家に住んでいるなら、石の家に隣接する未使用スペース1につきボーナス2点を得る。（中庭のためのスペースも未使用スペースとして得点計算する。）,0,0,0,1,0,0,0,,
112116,FL016,FL016,3051,1,19,2,小便少女,Jeanneke-Pis,,井戸,石材1,あなたの井戸は、あなたのみが使えるアクションスペースとなる。井戸を使ったとき、再度そのカードの効果を得る。（井戸とは「～～井戸」で終わる進歩である。）,0,1,0,0,0,0,0,,
112117,FL017,FL017,3053,1,19,2,糸巻き台,Bobbin Table,,,木材1,このカードはあなただけのアクションスペースである。このカードに家族を配置するたび、次の収穫まで、他のプレイヤーが使っているアクションスペースを占有状態とはみなさない。,0,0,0,0,0,0,0,,
112118,FL018,FL018,3477,1,19,2,省庁,Office,,,レンガ4木材3葦2,いつでもレンガ1を石材1と交換してもよい。いつでもストックにある小麦1を野菜1と交換してもよい。いつでも猪1を牛1と交換してもよい。,0,1,0,0,0,0,0,,
112119,FL019,FL019,3478,1,19,2,ランタンの奇跡,Lantern Wonder,,職業なし,,得点計算時、手札1枚につきマイナス1点を得る。 （これ以降、手札を破棄できなくなる。カードをプレイすることのみできる。）,0,8,0,0,1,0,0,,
112120,FL020,FL020,1512,1,19,2,愛の庭,Love Garden,,「家族を増やす その後 小さい進歩1」のスペースが登場済み,食料2,労働フェイズの終わりに、家族より部屋の数が多く、さらに「家族を増やす」と「増築」のアクションスペースが全て占有されているなら、すぐに新生児として家族1人を得る。,0,0,0,0,0,0,0,,
112121,FL021,FL021,3054,1,19,2,ライオンの丘,Lions Mound,,下記参照,レンガ5,このカードは、残りの収穫の回数がプレイヤーの人数以下になるまで出せない。労働フェイズの終わりに、あなたが使用しているより小さいラウンド数のアクションスペースを他のプレイヤーが使用していなければ、ボーナス1点を得る。（すなわち、ラウンド１のスペースなら確実にボーナスを得る。）,0,1,0,1,0,0,0,,
112122,FL022,FL022,3055,1,19,2,小麦の迷路,Corn Maze,,小麦畑2,食料2,ラウンドのはじめに、2×2の形の小麦畑4があるなら、木材1と葦1を得る。（収穫の畑フェイズに、収穫を放棄することはできない。）,0,0,0,0,0,0,0,,
112123,FL023,FL023,3056,1,19,2,ニンジン博物館,Carrot Museum,,ラウンド7以前,レンガ2木材2,ラウンド8、10、12の終わりに、野菜畑1につき石材1を得る。さらに、ストックの野菜1につき木材1を得る。,0,1,0,0,0,0,0,,
112124,FL024,FL024,1511,1,19,2,逢瀬,Lover's Tryst,,職業2,,ゲーム中1回だけ、アクションスペース「スタートプレイヤー」でスタートプレイヤーを取って小さい進歩1をプレイする代わりに、この小さい進歩をプレイしてその後に「家族を増やす」アクションを実行できる。部屋は必要である。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる） ,0,0,1,0,0,0,0,,
112125,FL025,FL025,1508,1,19,2,逸楽の国,Cockaigne,,職業1以下,,ゲーム中1回、ストックに小麦と野菜が1つ以上あり、農場に羊と猪が1頭以上いるなら、1ラウンドの間家族を配置しないことを選び、その代わりにボーナス8点を得てもよい。,0,0,0,1,0,0,0,,
112126,FL026,FL026,3057,1,19,2,スペキュラース屋,Speculoos Bakery,,,木材2レンガ2,アクションスペースの「パンを焼く」アクションを使うたび、追加で小麦1をゲストマーカー1と交換してもよい。現在の労働フェイズに配置してアクションを実行できる。（その後、そのゲストを返さなければならない。）,0,1,0,0,0,0,0,,
112127,FL027,FL027,3058,1,19,2,修道院ビール,Trappist Beer,,下記参照,,この進歩は「大きい進歩」アクションでのみプレイできる。収穫のはじめに、小麦1を払って、収穫の3フェイズ全てをスキップしてもよい。,0,0,0,0,0,0,0,,
112128,FL028,FL028,3059,1,19,2,カルボナードとフライドポテト,Hash with Fries,,小麦1野菜1牛1,,すぐに小麦1と野菜1と牛1を、ボーナス3点と食料5と交換する。（プレイしたカードは自分の前に置かず左どなりの人の手札に入れる）,0,0,0,1,0,0,0,,
112129,FL029,FL029,1513,1,19,2,鳥の罠,Bird Trap,,小麦畑1,木材2,収穫の畑フェイズで食料1を得る。そして、いずれかの畑1からもう1つ収穫できる。,0,0,0,0,0,0,0,,
112130,FL030,FL030,1515,1,19,2,猪狩り,Wild Boar Hunt,,職業2,,毎ラウンドの補充フェイズ時にアクションスペース「猪1」に追加で猪1を置く。他のプレイヤーはこのアクションスペースを、労働フェイズに配置する1番目の家族でのみ実行できる。,0,1,0,0,0,0,0,,
112131,FL031,FL031,3024,1,19,1,巨匠,Old Master,1,,,ラウンド3から7まで（まだ始まっていない限り）の労働フェイズのはじめに、共通ストックから木材1を得る。もしこの時、アクションスペース「木材3」に木材6以上があるなら、木材1でなく石材1を得る。,0,0,0,0,0,0,0,,
112132,FL032,FL032,3025,1,19,1,長老,Elder,1,,,すぐにこのカードの上に共通のストックから食料2を置く。帰宅フェイズの終わりに、このカードの上の食料最大1を返して、「漁」か「パンを焼く」アクションのどちらかを、家族を配置せずに行ってもよい。いつでもその食料を自分のストックに移してよいが、それを用いた追加アクションはできない。,0,0,0,0,0,0,0,,
112133,FL033,FL033,1499,1,19,1,彫工,Sculptor,1,,,家族で累積スペースからレンガだけまたは石材だけを取るたび、追加で食料1を得る。（累積スペースとは品物か食料が累積するアクションスペースのことである。）,0,0,0,0,0,0,0,,
112134,FL034,FL034,1501,1,19,1,フランシスコ会の修道士,Franciscan Monk,1,,,このカードをプレイしたとき、すぐに小麦1を得る。さらに、すぐに物乞いカード1枚を破棄してよい。いつでも手札の小さい進歩1枚を、山札からランダムに引いた職業1枚と交換してよい。,0,0,0,0,0,0,0,,
112135,FL035,FL035,3471,1,19,1,フリーメイソン会員,Freemason,1,,,ちょうど2部屋のレンガの家に住む限り、労働フェイズのはじめにレンガ2を得る。ちょうど2部屋の石の家に住む限り、労働フェイズのはじめに石材2を得る。（3部屋目を増築すると効果はなくなる。）,0,0,0,0,0,0,0,,
112136,FL036,FL036,3026,1,19,1,野菜売り,Vegetable Seller,1,,,いつでもストックの野菜1、または、共通のストックから借りた野菜1を、食料2で売却してよい。借りた野菜は得点計算のはじめまでに返さなければならない。返さなかった野菜1につき物乞いカード1枚を得る。（忘れないように、借りた野菜1につき共通ストックから野菜1を物乞いカードの上に置く。）,0,0,0,0,0,0,0,,
112137,FL037,FL037,3472,1,19,1,荒くれパン職人,Rough Baker,1,,,パンを焼くたび、レンガ暖炉を石の暖炉のように、あるいはその逆のように使ってもよい。このカードをプレイしたとき、すぐに小麦1を得る。その後、追加で「パンを焼く」アクションをしてもよい。,0,0,0,0,0,0,0,,
112138,FL038,FL038,1498,1,19,1,群れと羊飼い,Shepherd with Flock,1,,,このカードはあなただけのアクションスペースである。このカードに家族を配置するたび、農場の羊の数を2倍にする。ただし、新たに得る羊の数は最大で、あなたの未使用スペースの数までである。,0,0,0,0,0,0,0,,
112139,FL039,FL039,3028,1,19,1,宇宙構造論学者,Cosmographer,1,,,すぐに共通のストックから葦1と石材1を取り、それぞれを未使用スペース1か所ずつに置く。こうしてマークした農場スペースは未使用とみなす。いつでも置かれてある品物を自分のストックに移してよい。得点計算時、農場スペース1か所に葦と羊があるなら、ボーナス2点を得る。石材と猪にも同様に適用する。,0,0,0,1,0,0,0,,
112140,FL040,FL040,3029,1,19,1,侍医,Anatomist,1,,,ラウンド7、10、13のうちまだ始まっていないラウンドスペースにゲストマーカーを1つずつ置く。これらのラウンドのはじめにそのゲストを得る。このゲストは、その労働フェイズのあなたの最後の手番に、累積スペースを使える。（累積スペースとは、品物や食料が累積するスペースである。）,0,0,0,0,0,0,0,,
112141,FL041,FL041,3030,1,19,1,フライドポテト屋,Fry Cook,1,,,収穫の食料供給フェイズで、あなたの大人のうち2人はそれぞれ食料1少なく、その他の大人はそれぞれ食料1多く必要とする。,0,0,0,0,0,0,0,,
112142,FL042,FL042,3031,1,19,1,雨おとこ,Rainmaker,1,,,進歩をプレイするたび、その後に好きな栽培中の畑1に、植えてある種類の品物1を追加で置く。,0,0,0,0,0,0,0,,
112143,FL043,FL043,1347,1,19,1,ルーベンス風の女性,Rubenesque Woman,1,,,収穫の食料供給フェイズで、追加で食料1を払わなければならない。各ラウンドで配置する2番目の家族で累積スペースを使うたび、追加で対応する種類の品物1を得る。（「漁」か「小劇場」ならば追加で食料1を得る。累積スペースとは、品物か食料が累積するアクションスペースである。）,0,0,0,0,0,0,0,,
112144,FL044,FL044,3032,1,19,1,復帰者,Returnee,1,,,労働フェイズの終わりに、あなたがそのラウンドで最後に使ったアクションスペースに、共通のストックから小麦1を置く。次のラウンドにそのアクションスペースをあなたが再び使うなら、アクションスペースの機能を使う前にその小麦を得る。そうしなければ、その小麦を失う。,0,0,0,0,0,0,0,,
112145,FL045,FL045,3033,1,19,1,学校中退者,School Dropout,1,,,「家族を増やす」を行った労働フェイズ中、それ以降の家族でラウンド1-14のスペースを使わなかったなら、このラウンドにその新生児でアクションを実行してもよい。そうする場合、その家族は新生児とみなさない。,0,0,0,0,0,0,0,,
112146,FL046,FL046,3473,1,19,1,厩建築士,Stable Architect,1,,,得点計算時、農場にある柵で囲われていない厩1につき、ボーナス1点を得る。,0,0,0,1,0,0,0,,
112147,FL047,FL047,3034,1,19,1,農地の法律家,Farm Lawyer,3,,,あなたが選んだ他のプレイヤー1人が持っている食料の数と、あなたの持つ食料がちょうど同数になるように、すぐに食料を取る。その後、このカードをその人の手札に入れる。山札から引いた職業カード1枚を裏向きにして置き、プレイした職業1として表示する。,0,0,0,0,0,0,0,,
112148,FL048,FL048,1869,1,19,1,植物学者,Botanist,3,,,他のプレイヤーが木材の累積スペースから木材ちょうど3を取るたび、あなたは食料1を得る。（累積スペースとは、品物か食料が累積するスペースである。）,0,0,0,0,0,0,0,,
112149,FL049,FL049,3035,1,19,1,会計士,Accountant,3,,,このカードをプレイしたとき、3/4/5人ゲームであれば木材2/1/0を得る。いずれかのプレイヤーが職業をプレイしたとき、ストックから食料1をこのカードに置く。いつでも、この食料を使って購入してよい:羊または石材は食料2、猪または小麦は食料3、牛または野菜は食料4,0,0,0,0,0,0,0,,
112150,FL050,FL050,1868,1,19,1,食肉供給者,Meat Supplier,3,,,収穫のはじめに、猪1か牛1を捨ててもよい。その代わりに、全てのプレイヤーはそれぞれ食料1を得る。あなたはその食料に追加で、ボーナス1点を得る。,0,0,0,1,0,0,0,,
112151,FL051,FL051,1502,1,19,1,北海の漁師,North Sea Fisherman,3,,,ゲームに登場した最新のアクションスペースを使うたび、家族を配置せずにアクションスペース「漁」にある全ての食料を直接取ってもよい。他のプレイヤーがアクションスペース「漁」を使うたび、そのプレイヤーは追加で食料1を得る。,0,0,0,0,0,0,0,,
112152,FL052,FL052,3037,1,19,1,三文文士,Scribbler,3,,,他のプレイヤーが家族でアクションスペース「日雇い労働者」を使うたび、そのプレイヤーとあなたはそれぞれ追加で食料1を得る。毎ラウンド、そのスペースが使われなかったなら、このカードの上に共通のストックから食料1を置く。この食料は職業コストにのみ使ってもよい。得点計算時、このカードの上に食料4/6/8/10以上あれば、ボーナス1/2/3/4点を得る。,0,0,0,1,0,0,0,,
112153,FL053,FL053,3038,1,19,1,カフェ歌手,Cafe Singer,4,,,家族で「小劇場」アクションを使うたび、追加で羊1を野菜1と交換するか、牛1を野菜2と交換できる。,0,0,0,0,0,0,0,,
